Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,World,WLD,325.854964483911,351.186735081737,372.309775386673,391.454959824073,414.051857724943,437.959673485339,475.51325935021,504.83494905005,541.109873297195,584.834578968935,599.342377513903,632.436743777731,657.58958274921,689.66567575543,726.78406918614,763.805515301286,785.285898689747,817.234596126182,846.760561858779,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Afghanistan,AFG,..,..,66.41654205,67.93387604,72.39071655,76.12527466,83.65198517,80.19521332,94.65650177,103.18883514,108.6375351,100.33646393,106.77483368,116.64865112,132.8321991,149.90731812,158.50221252,172.24311829,146.11122131,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Albania,ALB,166.53826904,173.48695374,187.68087769,185.76609802,188.57289124,190.44458008,197.75082397,251.87861633,220.29876709,188.25772095,213.84957886,240.67460632,266.9352417,288.86984253,322.35855103,246.33682251,242.8293457,287.71487427,311.40093994,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Algeria,DZA,79.70401001,77.22148132,82.67300415,81.08209991,103.74066162,109.2208786,120.2103653,137.05409241,143.58660889,191.50527954,197.4491272,201.78646851,218.74641418,241.40028381,262.22241211,302.99642944,320.8348999,330.01141357,328.66101074,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Andorra,AND,653.64746094,668.81311035,710.42486572,753.9487915,798.9128418,852.81951904,915.09204102,941.93493652,875.13226318,840.80480957,813.63769531,807.28582764,879.23431396,912.21606445,918.1229248,960.20550537,947.55389404,1005.30554199,1156.59265137,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Angola,AGO,29.84498787,92.6268692,70.50862122,73.93696594,87.69142151,67.72615814,54.73680878,66.78118896,68.54560852,66.72064209,58.16038132,54.36912918,52.84577179,67.53814697,74.78598785,92.39568329,95.73287964,93.95159912,90.17287445,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Antigua and Barbuda,ATG,324.27868652,350.92541504,350.28286743,382.019104,392.24285889,437.00561523,491.93240356,539.73919678,516.95251465,412.79675293,450.0105896,465.20367432,495.07067871,497.11450195,517.99719238,476.02682495,535.12835693,599.41540527,624.14453125,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Argentina,ARG,495.44155884,484.43893433,370.53268433,391.76083374,379.54324341,502.01754761,551.50769043,605.29327393,642.31958008,629.75097656,710.83227539,728.71063232,719.27960205,716.36352539,659.34613037,694.72564697,682.28063965,794.55450439,761.83410645,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Armenia,ARM,62.95131302,64.75722504,176.95445251,198.13435364,178.92900085,176.54200745,201.17866516,212.32022095,345.83865356,395.06936646,473.03890991,520.00354004,557.30554199,698.97741699,715.86889648,732.91314697,715.9967041,852.10522461,896.37573242,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Australia,AUS,606.95355225,658.12536621,684.22027588,734.05877686,779.43823242,800.34814453,853.55023193,861.85809326,912.35980225,959.17791748,991.63494873,1005.6159668,1086.89099121,1349.9519043,1400.43469238,1395.3894043,1448.66503906,1472.08996582,1548.23937988,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Austria,AUT,699.62084961,727.86157227,779.8079834,825.60620117,918.85784912,924.82672119,975.09594727,1022.8470459,1054.99743652,1138.38061523,1187.73278809,1219.61499023,1288.65283203,1376.3651123,1396.82910156,1433.94458008,1513.61767578,1567.74487305,1582.34887695,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Azerbaijan,AZE,73.4410553,78.03042603,87.87376404,93.09563446,96.20399475,94.79347992,114.45069885,131.30865479,146.55223083,220.66627502,229.64126587,231.41691589,292.05480957,336.79241943,395.62338257,499.20812988,497.95831299,475.25714111,461.26370239,..,..
"Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,""Bahamas, The"",BHS,596.67126465,632.63391113,634.2678833,651.03570557,674.43084717,709.20941162,795.31463623,826.57440186,832.8583374,797.7399292,831.40368652,861.11584473,911.95715332,902.65002441,942.25158691,880.32159424,880.46417236,935.12109375,987.6449585,..,.."
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Bahrain,BHR,432.66589355,445.32409668,456.07897949,544.49456787,455.75961304,395.81677246,372.56622314,459.04489136,452.21072388,577.3001709,565.53222656,538.25140381,594.13421631,664.18688965,713.32409668,819.53125,886.24377441,950.96466064,804.97247314,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Bangladesh,BGD,18.10586739,20.08393288,21.81853294,23.22631264,25.27355957,29.41243935,32.80199814,36.84738541,38.95906067,41.9072113,46.15510941,51.41971207,54.8587532,57.12009048,62.30718994,67.72548676,69.28764343,74.4861908,83.87961578,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Barbados,BRB,320.4085083,320.22491455,329.51559448,368.02114868,392.83425903,410.00396729,447.36193848,442.4284668,462.39349365,491.63650513,484.60736084,546.10595703,571.31420898,590.36523438,599.54980469,599.9319458,611.76525879,633.96850586,650.48620605,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Belarus,BLR,70.79727936,97.64776611,111.99498749,110.33813477,122.75440216,161.40242004,188.25045776,225.12452698,270.34909058,278.61129761,278.92373657,306.04681396,317.32077026,386.6973877,380.51675415,435.35153198,308.16436768,334.13626099,331.80548096,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Belgium,BEL,566.94464111,580.31060791,663.37664795,747.87457275,761.46472168,786.53088379,831.62756348,881.82495117,897.81884766,940.4508667,982.46246338,1024.61022949,1049.72436523,1110.16052246,1137.11999512,1172.66369629,1198.15380859,1273.26318359,1308.82531738,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Belize,BLZ,98.37820435,108.00670624,112.68482208,120.76400757,122.5407486,120.78987885,116.74822235,118.11532593,119.11092377,127.31022644,131.39582825,134.50672913,137.07788086,139.0750885,141.22485352,145.50942993,149.84109497,143.68019104,146.36956787,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Benin,BEN,32.1534729,33.43733978,34.24784088,35.19467926,35.75362396,35.00424576,36.417202,36.58189011,34.6241951,35.24381256,36.51423264,37.2788887,36.97849274,37.47784042,38.41803741,38.65530396,40.58753204,41.06083679,41.7741394,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Bhutan,BTN,13.87430286,14.12046051,25.27160454,25.86312485,26.50147629,26.33654976,26.92308235,28.28376007,27.96528435,33.33255386,36.20613098,37.05604553,55.2485733,58.97392654,60.71208191,64.44407654,67.47283936,45.02904129,46.37791061,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Bolivia,BOL,58.72790909,67.45916748,70.76091766,73.61369324,73.47885132,79.96749878,78.16426086,78.99659729,80.36831665,91.27656555,102.37859344,105.61451721,117.97330475,131.8240509,134.92651367,140.59828186,156.00708008,141.60453796,133.74517822,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Bosnia and Herzegovina,BIH,138.65371704,134.90437317,132.73033142,132.39543152,230.01831055,258.32833862,296.05615234,335.50958252,376.11233521,252.48506165,256.28567505,272.00878906,287.76712036,304.92193604,315.97949219,326.80490112,342.98248291,362.03173828,386.7071228,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Botswana,BWA,142.37286377,152.80787659,164.24708557,169.91885376,170.89584351,165.00831604,174.73164368,187.41282654,192.31268311,322.28411865,299.86486816,269.79733276,276.15182495,276.47439575,231.45184326,241.45492554,267.77526855,160.69676208,175.55049133,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Brazil,BRA,438.99090576,464.86291504,477.47665405,454.57833862,482.74133301,515.55169678,547.92901611,592.02514648,600.28997803,621.21697998,622.73730469,647.07720947,677.96313477,712.13262939,766.55255127,799.64941406,803.86682129,860.67327881,891.56561279,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Brunei Darussalam,BRN,291.88793945,318.61352539,320.35748291,351.66934204,346.87796021,298.90026855,243.40185547,219.01391602,165.31404114,193.85769653,148.51652527,130.29182434,137.17559814,146.90809631,113.42914581,95.19000244,99.15287018,98.02448273,94.87831879,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Bulgaria,BGR,151.02580261,206.13519287,223.30543518,236.86698914,256.06610107,285.56665039,328.46551514,347.63665771,400.74627686,430.87780762,473.24328613,511.5637207,603.86291504,515.10961914,563.53277588,597.67779541,658.72009277,716.10351563,692.1362915,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Burkina Faso,BFA,13.09559822,13.86921787,13.15917206,13.04562473,16.23490524,16.8770771,20.02387238,21.9697113,23.83201981,28.28398705,27.64317322,29.58785057,31.04188919,42.08938599,41.25325012,46.63299179,45.39773941,49.92856979,47.26518631,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Burundi,BDI,26.66694641,20.01275635,23.59516144,22.45283699,21.31098747,24.48799896,31.44625092,35.60012817,34.23351288,31.53532028,32.00567627,28.90377235,25.9652462,25.91328239,30.26774025,25.51407623,25.90003777,26.28248024,29.26362228,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Cabo Verde,CPV,39.26525116,39.95241165,42.41403198,43.13796234,46.67632675,51.79901505,57.4983902,54.06422043,53.13261414,56.38064957,79.997612,75.49411774,86.36955261,89.64217377,94.25444031,92.89702606,101.87504578,116.13394165,123.51583099,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Cambodia,KHM,55.91759491,63.1150589,66.27629852,64.61299896,69.82263947,81.48085022,77.89148712,53.7548027,106.12206268,120.1963501,113.36103058,143.26019287,127.18537903,133.82398987,130.03448486,126.09881592,135.6300354,145.55908203,151.96290588,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Cameroon,CMR,71.57572937,67.4291153,69.80705261,73.13310242,75.45766449,79.0318985,80.69218445,84.71033478,83.26628113,84.32330322,85.39505768,85.41726685,93.35483551,94.85080719,96.67434692,103.24140167,105.84963226,109.86420441,114.22671509,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Canada,CAN,659.59436035,711.99804688,760.24237061,786.5949707,831.49414063,887.24383545,970.36126709,1007.27941895,1037.38085938,1097.58520508,1141.94433594,1118.54211426,1135.46179199,1172.03503418,1228.31994629,1227.71191406,1324.06347656,1345.81237793,1378.41906738,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Central African Republic,CAF,13.50809669,14.72601891,15.09544373,15.40216255,17.44470978,17.67405891,18.93993568,20.30799675,20.83257675,21.49271774,21.7211132,21.94456482,21.9606266,15.18692493,17.81627846,18.57453728,23.87689972,31.53390694,41.09270096,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Chad,TCD,28.52764511,31.98589897,51.47627258,33.2677803,46.49572372,46.75553131,53.27066422,50.02824402,50.46936035,53.44924164,55.77373123,47.98494339,49.69566727,53.79724121,56.67980957,61.20379639,60.78842926,54.0989418,53.22296143,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Chile,CHL,431.53027344,453.81848145,468.93759155,490.94772339,493.47436523,509.4236145,557.45141602,604.08966064,628.03704834,618.89916992,650.72314453,727.90814209,786.16949463,874.50177002,929.74707031,979.19030762,981.44354248,1087.92919922,1133.50866699,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,China,CHN,100.5349884,102.85066223,113.23880005,122.22724152,129.92080688,139.59375,146.93659973,150.00146484,160.19606018,178.97840881,182.91433716,201.29933167,223.31504822,245.19291687,262.39422607,279.44442749,318.07589722,362.97515869,407.58441162,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Colombia,COL,89.83252716,95.49167633,87.59370422,85.31991577,111.56851959,137.87602234,156.15214539,184.00445557,213.56945801,209.4942627,210.65756226,208.44299316,244.4697876,272.86395264,289.61306763,307.36401367,318.61196899,322.63156128,327.96871948,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Comoros,COM,111.46323395,104.68634796,101.94785309,98.71479797,97.96226501,100.62160492,100.40631866,99.45960236,98.27983856,97.88182068,97.3090744,96.32460785,94.1672821,94.03873444,94.81334686,96.11423492,96.90789032,99.66648102,102.36206055,..,..
"Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,""Congo, Dem. Rep."",COD,4.52594805,9.31311512,9.1582098,12.87581444,16.60393143,16.47536659,17.68967438,17.35841751,16.51724243,13.99472141,11.16165733,9.80182457,10.98589134,12.57226372,15.1688242,15.16168976,16.74535561,17.57759857,15.26712799,..,.."
"Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,""Congo, Rep."",COG,33.81005478,42.41302872,46.26649475,51.84660339,48.44452286,43.54999161,41.13011169,45.24046707,40.26804352,54.94507217,45.97828674,42.5727005,41.93535233,44.87137985,50.69057846,73.89303589,85.06556702,87.15544128,69.32141876,..,.."
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Costa Rica,CRI,174.3888092,174.47532654,188.68501282,203.48284912,207.24926758,233.81762695,249.95346069,275.51196289,294.7166748,274.35687256,281.86328125,324.44821167,325.09790039,329.1807251,343.85308838,333.23892212,326.7928772,328.918396,368.87973022,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Cote d'Ivoire,CIV,99.50112152,83.41264343,70.60951233,75.22940063,87.17696381,97.75992584,109.50492096,123.44199371,121.32183075,119.89141083,121.65753174,114.4668808,113.50704956,109.46077728,108.78170013,94.94773865,99.07455444,102.0870285,103.76815033,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Croatia,HRV,121.47280121,148.90493774,164.57775879,160.74311829,192.64576721,158.63258362,186.51293945,195.83506775,259.4130249,280.43927002,265.22973633,290.75198364,285.28146362,212.2278595,235.37182617,262.58865356,287.29415894,304.19436646,314.92703247,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Cuba,CUB,88.92285156,119.55919647,137.8316803,153.85505676,146.66191101,158.7469635,184.20100403,180.28309631,174.53904724,177.57192993,187.45454407,234.77816772,247.93423462,273.50997925,260.87490845,306.00894165,256.48046875,263.92010498,277.3243103,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Cyprus,CYP,663.28015137,708.38531494,732.05212402,762.99676514,820.74316406,881.76855469,935.46618652,1001.42590332,1229.49584961,1264.52111816,1176.72790527,1124.1887207,1111.32067871,1119.68652344,1171.62390137,1264.73620605,1386.16503906,1460.76782227,1491.49658203,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Czech Republic,CZE,104.33419037,129.53398132,134.41090393,159.41407776,164.68266296,207.23680115,213.8732605,255.84008789,337.89099121,345.12158203,323.79074097,327.89959717,336.12295532,394.8553772,430.89678955,433.86932373,456.99649048,502.52676392,525.89483643,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Denmark,DNK,393.19592285,413.60931396,432.42492676,441.6317749,488.26669312,505.40515137,552.47064209,593.5368042,629.44274902,671.12542725,718.47161865,740.05786133,736.54870605,749.53961182,772.58685303,796.90820313,840.14349365,892.9631958,934.00195313,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Djibouti,DJI,36.65628815,37.99423599,39.08787537,38.66611862,37.56227112,38.53083801,40.03468704,39.69665146,34.92315292,33.89887238,32.30354309,32.79897308,32.36052704,31.04022789,32.32133865,32.60383224,34.66764832,37.25012207,41.27751923,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Dominica,DMA,118.36044312,131.49832153,131.45387268,141.94992065,148.58499146,158.72657776,163.81971741,192.68249512,228.7684021,214.15377808,207.12635803,206.86883545,218.30531311,202.12985229,213.86647034,198.88725281,193.23065186,171.48132324,236.47109985,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Dominican Republic,DOM,203.40583801,206.62661743,216.52891541,217.75233459,223.13525391,235.36254883,230.51020813,241.56468201,258.28335571,278.92602539,337.31671143,337.40158081,365.24325562,373.5112915,398.34933472,434.88619995,485.29067993,508.36450195,557.02380371,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Ecuador,ECU,132.39672852,147.19194031,190.30737305,243.32637024,267.78585815,294.24057007,307.5177002,297.56152344,308.95550537,331.0770874,353.49591064,406.61209106,448.45565796,458.87249756,476.10031128,493.07791138,452.13803101,442.89453125,457.42184448,..,..
"Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,""Egypt, Arab Rep."",EGY,200.32568359,231.55755615,240.30316162,241.06838989,232.46195984,249.45655823,249.09300232,247.93011475,274.30355835,274.47381592,284.7008667,299.93676758,339.80032349,358.84313965,368.06216431,400.19332886,412.70419312,454.49197388,433.58795166,..,.."
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,El Salvador,SLV,217.7116394,219.38540649,216.97169495,211.49452209,209.80145264,206.08869934,164.26074219,177.6187439,181.82931519,189.41069031,187.3145752,183.69276428,188.10917664,179.02326965,186.32858276,191.44573975,197.39749146,208.09710693,212.91731262,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Equatorial Guinea,GNQ,169.16131592,287.73010254,381.20526123,468.90914917,479.45272827,350.58999634,351.3258667,404.06637573,576.12158203,433.79867554,428.06375122,374.42626953,254.82006836,487.44573975,574.97583008,687.91687012,632.84735107,579.81768799,542.0032959,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Eritrea,ERI,47.60787582,45.96906281,42.81233597,37.57463074,32.28219604,32.25411224,31.38096428,31.11297989,23.03183556,29.62072182,30.84071159,31.35580444,33.6318779,37.39188004,42.91007233,30.34191704,37.04774857,28.37818527,35.85221863,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Estonia,EST,117.35462189,108.16310883,130.57344055,150.87399292,188.57507324,214.05157471,225.94195557,269.26379395,304.30828857,301.04415894,327.60787964,336.49191284,355.38354492,404.09429932,431.99700928,456.79772949,490.5664978,590.30206299,640.90203857,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Eswatini,SWZ,98.50643921,109.76593781,117.99884033,128.44735718,141.81170654,151.35870361,163.56309509,172.99926758,171.50170898,168.06385803,175.05838013,179.5315094,177.36541748,177.95872498,177.16304016,176.48815918,172.84236145,180.67512512,171.22091675,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Ethiopia,ETH,9.16901112,10.10761166,10.82785702,9.94465733,10.00637531,9.58457661,13.80587101,16.22323036,15.72382355,20.70887756,27.79002571,28.00238037,27.5628109,27.7244339,35.46422577,35.02249146,34.43096924,26.01610947,27.12124634,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Fiji,FJI,30.15862083,32.31953812,32.46774673,34.69808197,41.34370422,39.86341095,53.46488571,62.20425415,58.96228027,83.15598297,79.42304993,89.57576752,95.1129837,104.65065765,103.51284027,106.98480988,104.69774628,103.50954437,109.84910583,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Finland,FIN,460.09613037,478.19338989,504.30493164,521.08764648,555.2409668,588.04193115,604.65002441,652.07385254,707.24859619,729.70440674,764.07684326,785.73504639,791.03930664,835.56628418,834.93450928,878.61865234,933.52319336,954.11553955,955.58105469,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,France,FRA,686.34637451,731.64886475,776.58660889,781.25012207,812.60784912,860.77459717,973.7779541,1022.68676758,1089.08679199,1155.4786377,1199.39440918,1255.33422852,1272.66223145,1343.04309082,1371.75134277,1295.04260254,1352.89367676,1364.17163086,1398.1315918,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Gabon,GAB,268.78863525,267.05014038,296.99990845,297.05477905,281.25946045,263.12216187,268.43087769,284.55377197,248.80711365,327.59799194,132.77700806,151.19450378,153.2026062,172.42100525,173.87159729,190.69160461,191.91676331,178.34004211,197.21302795,..,..
"Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,""Gambia, The"",GMB,27.5478878,27.43673515,31.05505371,30.24187469,17.62657928,19.03175163,20.62505913,21.91069221,23.35063171,23.84536552,24.14252663,24.17341995,24.50891876,24.58778572,25.74492836,25.37443161,26.15676689,25.86304474,27.73574638,..,.."
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Georgia,GEO,165.10665894,169.69467163,201.37738037,241.57339478,267.27157593,303.79833984,316.78668213,358.07061768,389.8196106,439.63452148,449.50857544,461.07620239,491.34436035,484.84909058,494.05895996,428.74725342,475.39205933,443.73498535,477.56771851,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Germany,DEU,586.60302734,615.10400391,659.33770752,701.90820313,765.44268799,797.09472656,859.36175537,904.17059326,956.40435791,1006.06036377,1049.99438477,1128.15209961,1156.99755859,1168.13171387,1193.58984375,1234.15612793,1267.46264648,1321.82275391,1360.85559082,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Ghana,GHA,76.86130524,80.3881073,82.22518158,83.86554718,89.3866272,99.85429382,65.35045624,66.92899323,72.85836792,74.32865906,75.41683197,88.60634613,92.01732635,77.67735291,80.87657928,74.74238586,69.92861176,78.99410248,81.75202179,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Greece,GRC,544.05200195,617.60870361,737.26544189,810.38250732,853.02880859,859.33624268,905.53259277,902.89746094,945.66027832,905.68389893,832.52807617,803.69781494,802.87182617,825.17175293,875.94116211,891.77636719,1066.14501953,1084.82873535,1121.61853027,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Grenada,GRD,259.32443237,256.82714844,268.26998901,268.6859436,243.95492554,280.21130371,298.56152344,348.60272217,366.85977173,343.25430298,355.67428589,373.93048096,379.07073975,381.38690186,330.90948486,358.20431519,368.53955078,395.27548218,406.49383545,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Guatemala,GTM,151.53916931,206.78352356,211.37490845,215.94154358,226.42936707,238.58905029,250.97659302,261.75686646,260.91949463,249.87361145,257.5345459,257.25369263,264.83740234,243.46772766,259.41268921,275.48840332,281.81860352,299.47509766,300.92730713,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Guinea,GIN,50.85895538,52.58889008,57.34596634,55.10821533,63.04486847,62.32901382,37.52396011,38.66503143,37.83901596,41.2556572,39.15443802,39.55337524,39.01763535,41.18939972,63.86161804,79.78965759,70.72838593,69.09318542,80.48501587,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Guinea-Bissau,GNB,27.16797256,31.10349846,32.07028198,31.63963127,32.36088943,33.38656616,36.73286819,36.80105209,38.08688736,40.98216248,41.56243134,40.66864014,58.76853943,76.68670654,93.62251282,98.42563629,98.16195679,95.21803284,96.57972717,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Guyana,GUY,104.74775696,110.86517334,114.45140839,112.54974365,119.08102417,128.31156921,92.32500458,104.12771606,115.70023346,112.50434875,123.63648224,131.47727966,137.92726135,147.01434326,151.82148743,147.69848633,131.57102966,143.90281677,180.08354187,..,..
Domestic private health expenditure per capita, PPP (current international $),SH.XPD.PVTD.PP.CD,Haiti,HTI,43.80256653,42.61671829,41.17647552,39.96230316,38.35316086,37.17203903,36.22888947,37.90205002,37.87527466,40.21533966,43.34111404,45.24890137,48.65113449,48.91768265,47.35793686,58.01128006,59.63131714,65.87065887,70.14949036,..,..
